organisation,project,provision-reason,specification,dataset
local-authority:PEN,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:PEN,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:PEN,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:PEN,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:PEN,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:PEN,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:PEN,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:PEN,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:PLY,,statutory,brownfield-land,brownfield-land
local-authority:PLY,,encouraged,developer-ageement,developer-agreement
local-authority:PLY,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:PLY,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:PLY,design-codes,prospective,design-code,design-code
local-authority:PLY,design-codes,prospective,design-code,design-code-area
local-authority:PLY,design-codes,prospective,design-code,design-code-rule
local-authority:PLY,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:PLY,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:PLY,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:PLY,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:PLY,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:PLY,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:PLY,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:PLY,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:POR,,statutory,brownfield-land,brownfield-land
local-authority:POR,,encouraged,developer-ageement,developer-agreement
local-authority:POR,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:POR,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:POR,design-codes,prospective,design-code,design-code
local-authority:POR,design-codes,prospective,design-code,design-code-area
local-authority:POR,design-codes,prospective,design-code,design-code-rule
local-authority:POR,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:POR,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:POR,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:POR,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:POR,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:POR,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:POR,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:POR,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:PRE,,statutory,brownfield-land,brownfield-land
local-authority:PRE,,encouraged,developer-ageement,developer-agreement
local-authority:PRE,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:PRE,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:PRE,design-codes,prospective,design-code,design-code
local-authority:PRE,design-codes,prospective,design-code,design-code-area
local-authority:PRE,design-codes,prospective,design-code,design-code-rule
local-authority:PRE,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:PRE,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:PRE,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:PRE,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:PRE,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:PRE,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:PRE,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:PRE,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:PTE,,statutory,brownfield-land,brownfield-land
local-authority:PTE,,encouraged,developer-ageement,developer-agreement
local-authority:PTE,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:PTE,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:PTE,design-codes,prospective,design-code,design-code
local-authority:PTE,design-codes,prospective,design-code,design-code-area
local-authority:PTE,design-codes,prospective,design-code,design-code-rule
local-authority:PTE,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:PTE,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:PTE,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:PTE,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:PTE,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:PTE,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:PTE,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:PTE,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:RCC,,statutory,brownfield-land,brownfield-land
local-authority:RCC,,encouraged,developer-ageement,developer-agreement
local-authority:RCC,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:RCC,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:RCC,design-codes,prospective,design-code,design-code
local-authority:RCC,design-codes,prospective,design-code,design-code-area
local-authority:RCC,design-codes,prospective,design-code,design-code-rule
local-authority:RCC,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:RCC,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:RCC,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:RCC,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:RCC,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:RCC,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:RCC,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:RCC,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:RCH,,statutory,brownfield-land,brownfield-land
local-authority:RCH,,encouraged,developer-ageement,developer-agreement
local-authority:RCH,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:RCH,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:RCH,design-codes,prospective,design-code,design-code
local-authority:RCH,design-codes,prospective,design-code,design-code-area
local-authority:RCH,design-codes,prospective,design-code,design-code-rule
local-authority:RCH,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:RCH,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:RCH,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:RCH,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:RCH,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:RCH,open-digital-planning,prospective,tree-preservation-order,tree
